Inputs;;;;;;;Outputs;;;;;
Flow UUID;Flow;Category;Sub-category;Unit;Result;;Flow UUID;Flow;Category;Sub-category;Unit;Result
;;;;;;;ee7b9d2a-a8d7-4df3-ad61-7dd51a39480d;Silicon tetrafluoride;Emission to air;low population density;kg;1,19529E-08
;;;;;;;10555050-586c-46b7-848e-9d90324d104b;Silicon tetrafluoride;Emission to air;unspecified;kg;5,49801E-11
;;;;;;;21c257b2-57ce-4a6e-b4bd-40f0f75f310f;Silver I;Emission to water;ocean;kg;3,78867E-07
;;;;;;;108a082e-3772-4a76-ac4b-659ffc001e53;Silver I;Emission to water;ground water;kg;6,68424E-07
;;;;;;;60d55006-b236-4d9d-8700-71e92bc401af;Silver I;Emission to water;fresh water;kg;2,82921E-07
;;;;;;;6570b202-29b7-4525-ab23-c56f1913903d;Silver I;Emission to water;river, long-term;kg;1,33412E-11
;;;;;;;4468e7d7-d456-4bad-aa43-b6ddd36b20bb;Silver I;Emission to water;ocean;kg;7,49199E-10
;;;;;;;7da45a0b-0dcf-413c-8de0-44d8ebca9e6e;Silver I;Emission to soil;unspecified;kg;7,42147E-12
;;;;;;;35df5fe0-c90d-43b4-a35a-3d97022114d2;Silver I;Emission to air;low population density;kg;8,51681E-10
;;;;;;;ebb88ef4-50ab-4e3b-9251-c5fcdf6b4768;Silver I;Emission to air;unspecified;kg;2,71269E-08
;;;;;;;525d2bc8-8e04-4c3e-935f-91af31af1553;Silver I;Emission to water;lake;kg;3,35057E-10
;;;;;;;94426df9-63b1-4dc6-ad1b-3509e22f1154;Silver I;Emission to water;ground water, long-term;kg;2,07666E-05
;;;;;;;c6462d84-caa9-425a-a923-45238690c6f3;Silver I;Emission to air;high population density;kg;1,15795E-07
;;;;;;;63e82560-8549-11e0-9d78-0800200c9a66;Silver I;Emission to water;unspecified;kg;3,02245E-12
;;;;;;;0ed1b1a1-e56d-4860-bac7-d76a39bde930;Silver I;Emission to air;low population density, long-term;kg;6,47107E-07
;;;;;;;c62c75a7-339e-4133-9b89-ef46aa607f2a;Silver-110;Emission to water;fresh water;kBq;0,010933747
;;;;;;;2c9e7fba-dd57-4294-8a5e-2aa489930f69;Silver-110;Emission to air;low population density;kBq;2,64916E-08
;;;;;;;3ac07adf-7b44-46f7-9470-b7b1bf0ba961;Simazine;Emission to soil;agricultural;kg;8,84599E-10
;;;;;;;3c4b0e5d-6500-4ada-9a2c-58e43ac96500;slag (unspecified);Wastes;Production residues;kg;0,628112806
;;;;;;;6d5c5a51-42ce-412a-9517-d0baba8b5b99;Sodium;Emission to water;fresh water;kg;10,05971604
;;;;;;;febc1fab-a121-3f4d-901b-075a6e93f3ef;Sodium;Emission to water;lake;kg;0,001858425
;;;;;;;84792d87-a744-40ef-a3f2-f3a3c09d59cc;Sodium;Emission to water;ground water;kg;0,047765655
;;;;;;;b98b3bb7-0ed2-41d1-b181-de0e21d8b42c;Sodium;Emission to water;unspecified;kg;0,001884652
;;;;;;;5125318a-2e7b-4d2d-a2c9-071fba71cd3a;Sodium;Emission to water;ocean;kg;0,543701974
;;;;;;;ada8c83c-995a-3fa1-bdec-36a0590efbd2;Sodium;Emission to water;ground water, long-term;kg;2,806634836
;;;;;;;2a0b51e8-2787-4733-8484-a46f67a25319;sodium carbonate;Emission to air;unspecified;kg;2,21938E-10
;;;;;;;21b46c65-491e-40a9-ac74-5877af997d7c;Sodium chlorate;Emission to air;high population density;kg;1,51505E-07
;;;;;;;2d019079-e635-49ae-9267-2f61e121acdf;Sodium chloride;Emission to water;unspecified;kg;2,38769E-12
;;;;;;;02f47487-8da6-433a-91d8-fc0650e53fc4;Sodium chloride;Emission to air;unspecified;kg;9,81702E-10
;;;;;;;a57bf693-7ffa-409d-919c-c806e34a4c67;Sodium dichromate;Emission to air;unspecified;kg;2,04738E-10
;;;;;;;7a63162b-4ffe-447f-ba52-782d5548b774;Sodium dichromate;Emission to air;high population density;kg;6,98014E-07
;;;;;;;4764f5f1-69bc-4ebb-b7c6-6b54c251056e;Sodium formate;Emission to air;high population density;kg;1,46854E-08
;;;;;;;368b8a39-0503-4607-b838-1daa8db1d67c;Sodium formate;Emission to water;fresh water;kg;3,52807E-08
;;;;;;;7dd10f03-00ef-483e-88c7-ba23e5330316;Sodium hydroxide;Emission to air;unspecified;kg;1,71254E-11
;;;;;;;834e7547-a8ea-4765-a76e-357612ba65c4;Sodium hydroxide;Emission to air;high population density;kg;1,82002E-07
;;;;;;;3d719c07-ec27-4971-b7cc-4bcf17d77dd3;Sodium I;Emission to air;low population density;kg;2,09314E-06
;;;;;;;01248058-8a0f-40f6-8555-13ec37c7931d;Sodium I;Emission to air;low population density, long-term;kg;0,000253883
;;;;;;;cc1c987a-2b6e-4cbc-969a-73f1c96de448;Sodium I;Emission to soil;industrial;kg;0,002417626
;;;;;;;235b2f02-ff98-4da9-82e2-e4246c7b7990;Sodium I;Emission to air;unspecified;kg;8,47196E-07
;;;;;;;4573f0c9-0fdd-413f-ae74-e27290f40743;Sodium I;Emission to soil;unspecified;kg;0,451731325
;;;;;;;98eb1d16-9d7a-4716-9be4-1449341a832f;Sodium I;Emission to air;high population density;kg;0,000281902
;;;;;;;ba317646-ea99-4060-838f-7933b10f0033;Sodium tetrahydridoborate;Emission to air;high population density;kg;1,54218E-12
;;;;;;;7cf66fc2-b597-4c50-ab38-7d0aa813fd89;Sodium-24;Emission to water;fresh water;kBq;9,01319E-05
;;;;;;;78ef06c6-9fd3-4237-b077-48c932547412;Solids, inorganic;Emission to water;ocean;kg;4,33248E-06
;;;;;;;0b111253-26b5-4a03-97fb-ed7799c21797;Solids, inorganic;Emission to water;unspecified;kg;0,007590965
;;;;;;;ca53777e-d36e-4db0-95ce-009f1d8593b8;Solids, inorganic;Emission to water;ground water;kg;0,407966933
;;;;;;;f8448f5d-a27f-4fa9-a731-94cb3b9eb7f3;Spiroxamine;Emission to soil;agricultural;kg;7,05899E-09
;;;;;;;ae2c3adf-7f7d-4973-a8e8-3fe1300f8183;Strontium;Emission to air;low population density, long-term;kg;1,57053E-05
;;;;;;;8f1b69d9-fc00-4b46-99f9-7a57fd71dad2;Strontium;Emission to water;ground water, long-term;kg;0,099136826
;;;;;;;549b1a2a-6675-4bf9-b0d7-47a5113a9787;Strontium;Emission to water;fresh water;kg;0,002390776
;;;;;;;b26b758d-85cc-41b8-872c-3683caa638d1;Strontium II;Emission to water;unspecified;kg;7,86287E-11
;;;;;;;890c2697-3463-4466-bebb-aecc1e1e730b;Strontium II;Emission to air;low population density;kg;1,15966E-05
;;;;;;;4c0a6227-af22-45cb-b75b-b276ce0e4d47;Strontium II;Emission to soil;unspecified;kg;0,005628938
;;;;;;;070f9c6e-584d-40ed-8b07-6b1f7f75dd3f;Strontium II;Emission to water;ground water;kg;0,000946726
;;;;;;;836493d4-5c50-4713-b2a8-7979b830c1a5;Strontium II;Emission to water;ocean;kg;0,003916108
;;;;;;;0d9f52b2-f2d5-46a3-90a3-e22ef252cc37;Strontium II;Emission to air;unspecified;kg;6,69115E-08
;;;;;;;7f0873fe-731e-4b99-a384-17f0ad36a318;Strontium II;Emission to soil;agricultural;kg;1,11709E-08
;;;;;;;abb7f444-e74a-46b5-a6a5-080a847cbbc5;Strontium II;Emission to air;high population density;kg;1,34902E-05
;;;;;;;ee018b5e-c9c3-486b-aeb4-ef045a4e3ccd;Strontium II;Emission to soil;industrial;kg;1,20881E-05
;;;;;;;30b9fd62-6ca2-4fd9-bc3c-c12417e6c73d;Strontium-89;Emission to water;fresh water;kBq;0,000153462
;;;;;;;48524bfc-be91-406e-986b-9550744e0360;Strontium-90;Emission to water;ocean;kBq;0,137444095
;;;;;;;b8595a76-4c10-4093-bd23-1f667490ff33;Strontium-90;Emission to water;fresh water;kBq;12,44579356
;;;;;;;d85a44cb-8407-4997-a146-581e4f35f39d;Styrene;Emission to air;high population density;kg;1,05515E-07
;;;;;;;777a03c9-0e1f-44f0-a507-2032473a6f31;Styrene;Emission to water;fresh water;kg;1,47954E-15
;;;;;;;2d456fb8-592b-46a7-97f0-81fc2a18e587;Styrene;Emission to air;low population density;kg;9,30175E-07
;;;;;;;9cec94a2-e7fe-43f4-82f4-293c477f86dc;Styrene;Emission to air;unspecified;kg;3,94601E-06
;;;;;;;006aa3f7-59ba-450f-aa45-a2b2d1752647;Sulfate;Emission to air;low population density;kg;9,63599E-05
;;;;;;;9b00c244-fcce-4d38-922b-601a81f2ba34;Sulfate;Emission to air;unspecified;kg;4,35894E-06
;;;;;;;28bca51a-6cc7-46af-961a-fd2b675a1376;Sulfate;Emission to water;unspecified;kg;0,000771848
;;;;;;;a259eb99-e741-49e6-8b3f-8985c018be28;Sulfate;Emission to air;low population density, long-term;kg;0,003979469
;;;;;;;796c56b3-a863-444c-8b75-1412832af498;Sulfate;Emission to water;fresh water;kg;0,615803208
;;;;;;;557280c6-27c2-40a2-84ab-a98d2660ad91;Sulfate;Emission to soil;industrial;kg;3,00821E-12
;;;;;;;826677aa-8347-4494-85da-a26fe3e1e824;Sulfate;Emission to air;high population density;kg;0,001124909
;;;;;;;bfc0bf1c-e5e2-4702-a502-08c892031837;Sulfate;Emission to water;ground water, long-term;kg;23,04754102
;;;;;;;773cd2d2-5997-3fb4-b8f4-ab9e6e76106a;Sulfate;Emission to water;lake;kg;0,00194257
;;;;;;;4435f1ba-3d59-41da-9e1c-0c6f771e8d63;Sulfate;Emission to soil;unspecified;kg;0,000372958
;;;;;;;31eacbfc-683a-4d36-afc1-80dee42a3b94;Sulfate;Emission to water;ground water;kg;1,226199742
;;;;;;;5efff566-462f-4ded-b5b4-6761cf50c376;Sulfate;Emission to water;ocean;kg;0,022810915
;;;;;;;2094c764-dab5-4bea-9109-f631e5bcd5a8;Sulfide;Emission to soil;industrial;kg;6,99906E-12
;;;;;;;f81d4cc9-28ba-3cea-a671-7100d79f7a7c;Sulfide;Emission to water;lake;kg;1,67529E-08
;;;;;;;690641f5-8612-4057-983b-6e6129cf1a19;Sulfide;Emission to soil;unspecified;kg;0,001740621
;;;;;;;8af1b210-ae85-4b60-9644-d5d180075037;Sulfide;Emission to water;unspecified;kg;1,50093E-09
;;;;;;;4870313f-52a4-4c41-8a08-a25745f2fce9;Sulfide;Emission to water;ocean;kg;0,005315828
;;;;;;;f7ef52c3-1fc7-4c2f-b002-83fab5a50a7f;Sulfide;Emission to water;ground water;kg;0,000292038
;;;;;;;45fa8c92-6047-4bae-b70a-43a7e7730c7b;Sulfide;Emission to water;fresh water;kg;0,000772218
;;;;;;;24145938-f9e3-40ea-ab06-409187ca5d26;Sulfite;Emission to water;unspecified;kg;1,69002E-07
;;;;;;;4aed44df-760c-497f-ab37-ebbe7d2b15ff;Sulfite;Emission to water;fresh water;kg;0,000278673
;;;;;;;75f395bf-351b-4d95-9c9b-fdce145ae403;Sulfur;Emission to air;unspecified;kg;1,76048E-07
;;;;;;;bef4d768-a70e-3a28-84bf-43acf8d22521;Sulfur;Emission to water;ground water;kg;1,62779E-07
;;;;;;;0c2efb61-ac49-4ff1-9f66-7f1aff286b5e;Sulfur;Emission to water;fresh water;kg;0,000121085
;;;;;;;16f40b1c-f7c8-4100-9916-81a260493951;Sulfur;Emission to soil;industrial;kg;0,000725288
;;;;;;;d4049741-cef2-4edd-a3af-9728b9e3a568;Sulfur;Emission to soil;agricultural;kg;2,4107E-05
;;;;;;;5ac2254e-6b60-45f5-a700-6e0b93f411c8;Sulfur;Emission to water;unspecified;kg;2,86353E-10
;;;;;;;871b6f07-de14-48d4-b4aa-7745872c7e9a;Sulfur;Emission to water;ocean;kg;1,00605E-06
;;;;;;;32451556-ee07-4e36-bd8a-09f8847f9c83;Sulfur;Emission to soil;unspecified;kg;4,35909E-08
;;;;;;;8c52f40c-69b7-4538-8923-b371523c71f5;Sulfur dioxide;Emission to air;high population density;kg;0,092832197
;;;;;;;16521d00-4b6f-464f-b5dd-8da4a27b15ca;Sulfur dioxide;Emission to air;lower stratosphere + upper troposphere;kg;7,67958E-08
;;;;;;;78c3efe4-421c-4d30-82e4-b97ac5124993;Sulfur dioxide;Emission to air;low population density;kg;0,329843409
;;;;;;;fd7aa71c-508c-480d-81a6-8052aad92646;Sulfur dioxide;Emission to air;unspecified;kg;3,222638171
;;;;;;;c7c769bb-89b9-4459-afed-e3acecd39339;Sulfur hexafluoride;Emission to air;low population density;kg;3,71262E-06
;;;;;;;35d1dff5-b535-4628-9826-4a8fce08a1f2;Sulfur hexafluoride;Emission to air;unspecified;kg;0,000114862
;;;;;;;856c9aa2-c20c-49a8-9417-c71bdb5f17b0;Sulfur hexafluoride;Emission to air;high population density;kg;9,29008E-15
;;;;;;;16b7f067-6688-32fc-ad9e-21314a2dd232;Sulfur trioxide;Emission to water;unspecified;kg;9,39066E-13
;;;;;;;3268d8df-59cc-4740-a89f-dee8355ad7c3;Sulfur trioxide;Emission to air;unspecified;kg;0,066676046
;;;;;;;b00950bc-99cb-4ee2-bbc0-5f878ea170c3;Sulfur trioxide;Emission to air;high population density;kg;9,11135E-09
;;;;;;;9bb73c31-c01d-4384-b567-15c1544ae581;Sulfuric acid;Emission to soil;agricultural;kg;1,59912E-10
;;;;;;;7ecc2b66-8dde-4266-8832-f492f564377b;Sulfuric acid;Emission to air;high population density;kg;3,48009E-08
;;;;;;;5c9d8310-f7e1-4e98-8e73-7eece0435676;Sulfuric acid;Emission to air;low population density;kg;4,54917E-08
;;;;;;;99c65c6a-6871-40ba-af79-5bd6851688e4;Sulfuric acid;Emission to air;unspecified;kg;1,25763E-19
;;;;;;;51c35cf0-3417-4d42-936f-9a6fd7a2638a;Suspended solids, unspecified;Emission to water;ground water;kg;0,007386199
;;;;;;;5605d4e9-f2b7-3cc9-9cf5-c3219e678ad8;Suspended solids, unspecified;Emission to water;fossil-;kg;1,30247E-05
;;;;;;;51e2e882-ac35-334a-9864-79ade644a8f1;Suspended solids, unspecified;Emission to water;lake;kg;5,88254E-05
;;;;;;;dc08e010-0bf9-4a36-a1dd-779684c84b3b;Suspended solids, unspecified;Emission to water;ocean;kg;0,015135406
;;;;;;;693921ef-e02d-4072-add0-55aa4631b213;Suspended solids, unspecified;Emission to water;unspecified;kg;0,000683085
;;;;;;;b01462dc-5676-4b86-a3f6-bed1055e0e6b;Suspended solids, unspecified;Emission to water;fresh water;kg;0,009721643
;;;;;;;cdf99498-1489-4226-97ad-94fa85b0528b;t-Butyl amine;Emission to air;high population density;kg;3,36966E-10
;;;;;;;68b3e437-3381-4208-822d-f5dbb768a52d;t-Butyl methyl ether;Emission to water;fresh water;kg;6,37326E-10
;;;;;;;3d59d864-b6c3-4315-ab21-2c2ba2119ad1;t-Butyl methyl ether;Emission to water;unspecified;kg;5,79691E-10
;;;;;;;c5b4869c-f131-4a8c-911f-f252cafb2e30;t-Butyl methyl ether;Emission to water;ocean;kg;1,18332E-09
;;;;;;;beb69352-568e-4a33-b9d4-3b5bfafc85bd;t-Butyl methyl ether;Emission to air;unspecified;kg;2,4985E-07
;;;;;;;a793710a-1990-4e65-a95e-cfbbc5332355;t-Butyl methyl ether;Emission to air;high population density;kg;7,02954E-07
;;;;;;;c56e8024-a3ab-470c-8b3f-dd70ed38f83d;t-Butylamine;Emission to water;fresh water;kg;8,08726E-10
;;;;;;;fefc80a8-2c89-4b6d-a498-6afe5e35e758;tantalum;Emission to water;fresh water;kg;1,8021E-13
;;;;;;;a805071f-ce96-4d72-bdd5-4334d9aa3c23;Tebuconazole;Emission to soil;agricultural;kg;6,1153E-07
;;;;;;;ba7aa999-1469-4e78-8c27-41b08e77af47;Tebupirimfos;Emission to soil;unspecified;kg;3,67873E-10
;;;;;;;3d92a9a3-8942-4ed9-8522-fe027656e9e9;Tebutam;Emission to soil;agricultural;kg;4,85367E-07
;;;;;;;b5eb4783-f470-4bf5-800f-7e12ada63c1d;Technetium-99m;Emission to water;unspecified;kBq;0,000194641
;;;;;;;ad419049-3445-481f-97a3-3d4529ee924f;Teflubenzuron;Emission to soil;agricultural;kg;1,8845E-09
;;;;;;;273b51ae-dcc4-45c6-b8da-f6ba0313edf8;Tefluthrin;Emission to soil;agricultural;kg;2,89029E-10
;;;;;;;c6379349-6cf0-54c9-8bfe-2ec812501fda;Tellurium;Emission to air;unspecified;kg;2,02293E-11
;;;;;;;fe0acd60-3ddc-11dd-ac69-0050c2490048;Tellurium;Emission to air;unspecified;kg;4,06317E-09
;;;;;;;e3de5903-aa75-4d7b-a804-2c75248b4c6d;Tellurium-123m;Emission to water;unspecified;kBq;0,00013169
;;;;;;;fdba525b-f037-4018-b31d-abe3868ae256;Tellurium-132;Emission to water;fresh water;kBq;7,1265E-07
;;;;;;;15057e97-7b47-405e-8222-6ed5cf4e0087;Terbufos;Emission to soil;agricultural;kg;9,80934E-10
;;;;;;;d54e12bc-09e2-4e50-9371-78b3f407244f;Terbufos;Emission to water;fresh water;kg;2,59817E-20
;;;;;;;e5cf113b-af17-4b49-a15a-105b94f49096;Terbufos;Emission to air;unspecified;kg;4,15695E-19
;;;;;;;10b69d7a-018d-44c6-9a5e-e67fc9475b86;Terpenes;Emission to air;low population density;kg;7,74968E-07
;;;;;;;96bec6ea-fd71-48a1-ae8b-87a7b818eb77;Terpenes;Emission to air;unspecified;kg;6,08678E-11
;;;;;;;d2d4b344-3c58-4b0c-868a-ac0bdb2027dc;Tetrachloroethylene;Emission to air;high population density;kg;3,89716E-06
;;;;;;;91a4d977-09e4-4994-acce-8b32ee98d565;Tetrachloroethylene;Emission to water;fresh water;kg;3,40576E-18
;;;;;;;4b0d68e7-37bc-4184-93b5-91b70c62e585;Tetrachloroethylene;Emission to water;unspecified;kg;1,24591E-12
;;;;;;;754028fd-e650-4804-922e-694a764ba578;Tetrachloroethylene;Emission to air;low population density;kg;2,18198E-09
;;;;;;;6592e729-c2a4-4d33-86ca-5b86cdf7cdc7;Tetrachloroethylene;Emission to water;ocean;kg;1,40409E-21
;;;;;;;9bc66656-9f37-44bc-ae0b-5d5243b8137e;Tetrachloroethylene;Emission to air;unspecified;kg;1,09207E-10
;;;;;;;dfe1da1e-7756-4f7e-a393-6d5e2342a962;Tetrafluoromethane;Emission to air;high population density;kg;6,44543E-13
;;;;;;;33681770-a0e1-4ce8-93c3-941fd607fa5f;Tetrafluoromethane;Emission to air;unspecified;kg;5,34541E-06
;;;;;;;2a1c80de-a083-470b-80dd-ba11a5aeea8c;Tetramethyl ammonium hydroxide;Emission to air;high population density;kg;5,57092E-11
;;;;;;;18aa2daa-0188-4328-b24b-1ad1398ecf81;Thallium I;Emission to air;unspecified;kg;1,28248E-07
;;;;;;;db652d59-898e-46f3-acce-b28596c26dc7;Thallium I;Emission to water;fresh water;kg;3,11317E-07
;;;;;;;7da26881-518f-4b1b-87bf-7d1f633a7c1a;Thallium I;Emission to water;ground water;kg;6,35685E-08
;;;;;;;7e9baf19-8fa4-49c6-a3c2-2e875217e60b;Thallium I;Emission to water;ground water, long-term;kg;4,36635E-05
;;;;;;;9540d6dc-b589-4fbb-8260-1b6a88b8bf11;Thallium I;Emission to air;low population density;kg;9,33734E-09
;;;;;;;32fccda4-0d99-40ab-b65f-c7203080b62b;Thallium I;Emission to water;unspecified;kg;8,70344E-10
;;;;;;;50deb561-3de9-4b25-9b61-1695ad2dd136;Thallium I;Emission to air;high population density;kg;1,17427E-08
;;;;;;;4bafafca-ff89-46aa-9aaf-c93667df13a4;Thifensulfuron-methyl;Emission to soil;agricultural;kg;2,15618E-11
;;;;;;;f992dcb8-c19c-46b1-a36b-3053ef83b755;Thiram;Emission to soil;agricultural;kg;1,09712E-09
;;;;;;;d28f10c4-a8d0-4891-b7a4-362e12360079;Thorium;Emission to air;low population density;kg;5,01409E-10
;;;;;;;cb16ed3f-19b5-45c6-b504-b2be562d0002;Thorium;Emission to air;high population density;kg;1,40071E-08
;;;;;;;27d2b49d-9ecb-4b0a-80dc-9c6598464c6a;Thorium-228;Emission to water;ocean;kBq;0,114270189
;;;;;;;caae5c9b-66bf-4e1a-aa73-f84d11a41753;Thorium-228;Emission to water;ground water;kBq;4,68147E-08
;;;;;;;e12a5d26-dbc4-427c-a92e-3fdaf349df9f;Thorium-228;Emission to water;fresh water;kBq;0,054789958
;;;;;;;bae57811-0343-41be-97cf-2c74279dd638;Thorium-228;Emission to air;low population density;kBq;0,000665295
;;;;;;;6e769b2f-11ce-4ec1-ad99-a27c93361e72;Thorium-228;Emission to air;high population density;kBq;0,000608577
;;;;;;;ecc877ac-3c34-4838-b1f8-6ae0ff2cd2fc;Thorium-228;Emission to air;unspecified;kBq;1,19551E-07
;;;;;;;4eb24f81-0468-4b92-bae3-8b12dfc90438;Thorium-230;Emission to air;low population density;kBq;0,002219288
;;;;;;;1fc92346-b546-4eb4-9f2f-3f000c9b4ce6;Thorium-230;Emission to water;lake;kBq;0,000331669
;;;;;;;22d1736f-baa9-481e-9583-42654a6a7c26;Thorium-230;Emission to air;unspecified;kBq;0,001572669
;;;;;;;613f4eaf-afee-4934-877f-dc91aef6411f;Thorium-230;Emission to water;fresh water;kBq;1,936190516
;;;;;;;08ebf986-d40a-4538-8aa7-21da2f99edf7;Thorium-232;Emission to air;unspecified;kBq;1,87866E-07
;;;;;;;e17ab5b1-0e70-409c-b7fd-0a01e6a26de3;Thorium-232;Emission to air;high population density;kBq;0,000916904
;;;;;;;852118b9-043d-4db7-8b71-e3670fb280d2;Thorium-232;Emission to water;ocean;kBq;3,69615E-06
;;;;;;;4c54be62-05f1-4201-940d-f161537be704;Thorium-232;Emission to air;low population density;kBq;0,001049526
;;;;;;;cecaa388-029f-409d-b764-6523e0b8de79;Thorium-232;Emission to water;fresh water;kBq;0,004997725
;;;;;;;ffbe8447-6d78-46dd-8378-47019a82ce82;Thorium-232;Emission to water;ground water;kBq;2,10713E-07
;;;;;;;8e2a5517-13ff-4423-b1ec-3632b0a72bf5;Thorium-234;Emission to air;low population density;kBq;0,000873781
;;;;;;;898c1c27-5cc0-4713-89f6-1ab864aadc44;Thorium-234;Emission to air;unspecified;kBq;5,37009E-07
;;;;;;;9e13835a-58af-4809-a8b9-88a26a3a58b8;Thorium-234;Emission to water;fresh water;kBq;0,01925797
;;;;;;;85a764f2-a810-4b20-bc86-a45604262fda;Tin ion;Emission to soil;unspecified;kg;4,79888E-09
;;;;;;;7b66aae2-1d58-490b-8ee7-7677f93c4282;Tin ion;Emission to water;ground water;kg;3,45608E-07
;;;;;;;2a7b68ff-f12a-44c6-8b31-71ec91d29889;Tin ion;Emission to air;unspecified;kg;0,000124249
;;;;;;;df28f5b4-4754-4e51-ac98-31238976d7c7;Tin ion;Emission to water;fresh water;kg;2,22103E-06
;;;;;;;08a91e70-3ddc-11dd-9993-0050c2490048;Tin ion;Emission to water;ocean;kg;1,28462E-08
;;;;;;;63e8256a-8549-11e0-9d78-0800200c9a66;Tin ion;Emission to water;unspecified;kg;8,33371E-09
;;;;;;;8a422b03-1055-4bc8-b439-27bf8d7eef57;Tin ion;Emission to air;low population density, long-term;kg;9,0099E-07
;;;;;;;60a6702f-20ad-444f-a6df-f6374f1e3183;Tin ion;Emission to water;ground water, long-term;kg;0,000375145
;;;;;;;168c970b-91c9-4427-a3a0-6686ad6cc2c4;Tin ion;Emission to soil;agricultural;kg;3,62848E-08
;;;;;;;19b6e569-85a4-4ea9-a590-d61a21e3c846;Tin ion;Emission to air;high population density;kg;1,25701E-07
;;;;;;;f563b90e-a300-4403-b278-d2fdcd73e5a7;Tin ion;Emission to air;low population density;kg;6,29518E-06
;;;;;;;c701f32d-24aa-4929-a52e-fb45e8d1a143;Tin oxide;Emission to air;unspecified;kg;8,27727E-12
;;;;;;;f8f772bc-7204-4fda-aa97-080fd0f1b34c;Titanium ion;Emission to air;high population density;kg;2,98108E-06
;;;;;;;6bc9e39e-bfc5-4929-88d9-863684901143;Titanium ion;Emission to soil;unspecified;kg;2,80491E-08
;;;;;;;6089e9e4-f382-4066-9968-fc7e42b51066;Titanium ion;Emission to water;unspecified;kg;6,63537E-10
;;;;;;;08ba90dc-28c6-4c48-8e90-51b61139734f;Titanium ion;Emission to water;lake;kg;4,56896E-07
;;;;;;;a86c05d6-fd47-4f0d-8ece-559afa4fd339;Titanium ion;Emission to water;fresh water;kg;1,97E-05
;;;;;;;b3701449-fe4b-4513-b4a4-065e62f03e5c;Titanium ion;Emission to air;low population density, long-term;kg;0,000282223
;;;;;;;08fbcb07-e7a1-352c-b779-9d7c578059d5;Titanium ion;Emission to water;ground water, long-term;kg;0,014942883
;;;;;;;4a156a66-eb3e-4f87-90a2-ccd13bf942ff;Titanium ion;Emission to air;low population density;kg;7,87759E-08
;;;;;;;b15d845f-810e-4614-8633-af8bab2014ee;Titanium ion;Emission to air;unspecified;kg;9,64595E-07
;;;;;;;df8c7706-a6c7-37f7-81d6-5feb3dd08b92;Titanium ion;Emission to water;ground water;kg;1,03909E-05
;;;;;;;334f3d29-ec7d-4ca4-9e65-524c64c6649c;Titanium ion;Emission to soil;agricultural;kg;2,17492E-08
;;;;;;;08a91e70-3ddc-11dd-999e-0050c2490048;Titanium ion;Emission to water;ocean;kg;1,3734E-07
;;;;;;;95e24e9c-e1d9-3c71-8c32-fcf4b133dc10;TOC, Total Organic Carbon;Emission to air;high population density;kg;1,10615E-07
;;;;;;;9d73edf8-57c4-443b-80bd-e7cfaeeb93e0;TOC, Total Organic Carbon;Emission to water;fresh water;kg;0,026342254
;;;;;;;8734eb08-50cf-4f5a-8d1a-db76d38efe3c;TOC, Total Organic Carbon;Emission to water;ground water, long-term;kg;0,034459842
;;;;;;;d1c0567e-ff1a-4cb7-a4f0-de28b2d99b63;TOC, Total Organic Carbon;Emission to water;ocean;kg;0,036060969
;;;;;;;cec4a04d-562a-4a38-a98f-5fb3d07eea6b;TOC, Total Organic Carbon;Emission to water;unspecified;kg;0,001592372
;;;;;;;73b225ab-ddc4-4a38-9ed0-ceedee987424;TOC, Total Organic Carbon;Emission to water;ground water;kg;1,46084E-07
;;;;;;;89850512-9156-4915-9a49-2cc0c3d07382;TOC, Total Organic Carbon;Emission to soil;unspecified;kg;1,46059E-07
;;;;;;;63e8256b-8549-11e0-9d78-0800200c9a66;TOC, Total Organic Carbon;Emission to air;unspecified;kg;2,01593E-08
;;;;;;;c26b9e07-4540-4d7c-a1c0-75009b41542d;Toluene;Emission to water;fresh water;kg;5,51615E-05
;;;;;;;826c7733-9b0a-4ec5-9f35-32294f9138e3;Toluene;Emission to water;unspecified;kg;9,65753E-07
;;;;;;;39946c56-cdf6-4a22-9ac9-1cd333b65533;Toluene;Emission to air;high population density;kg;0,000162141
;;;;;;;3b1ecf8e-1d2c-4330-81da-a79f9068976d;Toluene;Emission to air;unspecified;kg;0,000389464
;;;;;;;f2d5f01a-3e16-4a6c-a3dc-f6ee9a728957;Toluene;Emission to water;ocean;kg;0,00015245
;;;;;;;77f17646-cede-4a49-99dd-55950098b077;Toluene;Emission to air;low population density;kg;0,000377305
;;;;;;;7e7dafac-5f96-495c-8a34-11fdc6e9f4e8;Triadimenol;Emission to soil;agricultural;kg;5,16959E-10
;;;;;;;395bf19a-d3e3-4185-9bee-141fdbfd6afe;Tribenuron;Emission to soil;agricultural;kg;5,37612E-11
;;;;;;;1e6fcd59-42a2-363c-875c-fbed481088f7;Tributylstannane;Emission to water;unspecified;kg;5,27861E-09
;;;;;;;f4498c00-c870-40fb-a2b3-49b6f522d324;Tributyltin compounds;Emission to water;ocean;kg;3,93421E-09
;;;;;;;4e23d775-13a1-4925-9f23-07c37bb1045d;Tributyltin oxide;Emission to water;fresh water;kg;3,22338E-09
;;;;;;;613c8699-aaaa-435d-9834-22620b96f87f;TRICHLOROETHANE;Emission to air;unspecified;kg;9,46927E-11
